MaxT,MinT,WindSpeed,Humidity 
31.1,19.4,1.9,62.5
30.8,19.8,2.2,61.7
30.6,19.9,2.3,66.9
30.3,21.3,2.4,68.8
28.4,23.7,1.7,74.4
29.8,22.6,2.5,68.7
27.1,21.7,2.4,59.8
28.6,20.3,2.4,60.9
29.4,19.7,2.6,66.6
29.7,20.1,2.1,67
30,20.5,2,68.2
30.9,21.4,1.6,64.6
31.7,21.7,1.6,64.6
32.3,21.6,2,62.7
31.8,21.7,1.7,52.2
34,21.1,1.8,55.7
33.4,21.5,1.8,62
33.3,21.4,1.7,56.4
32.4,22.2,1.7,63.2
32.3,21.7,1.7,50.2
31.7,22.7,2.1,49.9
31.5,22.7,2.4,63.4
31.9,23.3,2.4,61.2
31.7,24.2,2.6,60.7
32.1,23.3,2.1,58.7
32.4,23.1,2.3,59.6
32.3,23.7,2.4,59
32.3,24.1,2,60.5
32.7,23.1,2.2,63.8
32.5,23.5,2.3,63.7
32.7,23,2.8,53.7
32.7,21.5,3.1,63.9
32.7,21.3,3,58.7
33.5,21.1,3,61.1
34.6,20.6,2.5,53.1
35.4,21.8,1.9,51.1
34.6,23.4,1.9,50.4
34.3,24.2,2.3,58.4
33.3,24.3,2.9,51.1
33.1,24.3,2.6,61.9
32.7,24.1,2.4,60.9
32.6,25.6,3.2,67.4
32.9,25.6,2.9,69.8
32.8,25.2,2.8,66.5
33.2,24.7,2.6,66.7
33.3,24.7,2.8,66.5
33.2,25.4,2.3,63.1
32.7,25.3,2.4,57.8
33.1,23.9,2.3,59.1
33.8,24.1,2.2,58
34.2,24.4,2.5,52.3
33.6,24.4,2.7,55
34.2,22.3,2.3,56.2
33.9,22.6,2.1,57.4
34.5,23.4,2.1,47.4
34.5,23.7,1.9,49.5
34,24.9,2.3,50.7
34.1,24.2,2.5,60
33.5,26,2.2,61.5
33.7,26.7,2.7,64.7
34,25.8,2.4,60.3
34.7,25.7,2.4,56.6
34.8,25.7,2.2,61.4
35.3,25.4,2.4,51.1
37.4,25.8,2.4,49.6
37.4,26.3,3,39.1
36.4,24.9,2.5,45.1
36.4,25.6,2.5,42.9
34.9,26.5,2.8,54.2
34.7,25.8,2.5,59.1
35.3,26.1,2.5,52.2
35,26.1,2.3,55
34.6,25.3,3.2,62.4
34.2,25.8,2.7,57.3
35.5,26.4,2.4,55
34.9,26,2.5,58.9
35.4,26.4,2.3,52.8
35.7,26.8,2.4,54.4
35.7,27.4,2.4,51.4
35.9,27.3,2.2,51.9
36.4,27.1,2.5,43.7
36,26.3,2.1,52.7
36.6,27,2.3,55.7
35.9,26.2,2.3,51
35.8,26,2.5,49.5
36.3,25.8,2.1,45.1
37.5,26.6,2.2,43.1
37.2,26.7,2.3,48.1
38.4,27.6,2.7,41.5
38.2,28.4,3.1,42.6
37.7,28.5,2.7,42.8
36.9,28.6,2.9,46
37.1,28.3,3.1,52.7
36.2,28.3,2.8,49.4
36.3,26.7,3,57.8
36.9,26.8,2.7,47.9
38.4,28.1,3.1,49.8
39.2,29.9,3.3,41.7
39.9,29.9,3.6,40
39.3,29.8,3.3,30.8
38.4,29.3,3.5,42
37.6,28.8,3,58.7
37.1,27.6,2.4,54
38.9,28.3,2.8,51.4
39.4,28.8,2.5,46.6
38.9,28.1,2.9,48.1
39.2,28.7,3.1,42.7
38.3,29.3,3.3,43.9
37.8,27.5,3.1,59.9
38,27.2,3.9,55.2
36.9,27.3,3,61.2
34.2,26.1,3.1,63.7
37.1,26.5,3.1,56.8
37.6,27.8,2.7,61.3
36.9,28.8,2.6,56.1
37.5,27.9,2.8,55.2
37.3,28.5,2.1,56.1
38.5,27.9,2.5,49.4
37.9,28.2,2.7,48.2
37.7,29.4,2.7,51.8
37.2,28.8,3,50.4
35.9,29.4,2.7,49.6
35.2,29,2.7,59.5
29.5,25.9,3.2,72.3
27.6,25.3,3.3,69.1
32.8,25.8,4.9,59.6
38.7,28.7,4.5,52
40.9,30.3,4.5,41.5
42.3,29.9,4.8,44.9
42.8,30.7,4.8,46.1
42.3,31.5,5.2,48.6
43.1,29.6,4.5,48.5
41.5,28.8,4.6,46
37.1,28.6,4.4,42.5
36.5,28.9,4.5,47.1
40.2,30,4,47.2
40.8,30.6,3.8,52.2
41,29.8,3.6,49
36.3,26.1,4.1,54.2
34.7,27.8,3.7,53.9
32,26.6,4.1,66.1
34.1,27.3,3.5,65.5
33.5,26.1,3.5,61.1
31.6,26.1,2.8,70
30.3,25.3,3,74.7
35.2,26.9,3.5,64
36.8,29.2,3.7,62.2
37.6,29.4,4.3,60.6
37,29.1,4.7,65.5
38.2,30,4.8,66.5
37.2,29.5,5.1,51.5
39.8,29.9,5.2,51.6
40.3,30.6,4.7,51.8
33.6,27.6,4.2,61.5
29.9,25.8,3.8,74.2
31,26.4,2.8,78
32.3,26.9,3,75.1
34.7,27.2,2.6,71.9
35.6,28.3,3.3,72.7
36.5,28.2,3.9,74.3
35.7,26.7,3.8,70.7
34.9,26.2,4.3,71.9
29.5,25.7,4.3,76.3
30.2,25.7,4,77.8
27.8,25.3,3.7,77.8
28,25.2,4.7,81.2
29.1,26,5.7,74.2
32,26,5,73.4
32.8,26.9,4.9,70.8
33.4,27.6,4.4,79.7
35,28.4,4.1,75.5
33.8,27.6,4.4,74.5
34.9,28,4.8,76.7
34.3,28,4.7,80.9
31.8,27.2,4.9,79.8
31.3,26.3,5.6,80.2
31.7,26.5,5.8,76.9
32.9,27.2,5.6,69.4
34.7,27.7,4.9,71.4
35.2,27.9,4.3,68.2
36.6,28.6,3.5,65.4
37,28.7,3.1,67.8
33.8,28.7,3.1,66
33.2,27.4,2.8,69.1
35.8,26.3,3.2,77.7
31.4,25.8,3.4,81.7
33.8,26.6,4.2,79.2
34,27,3.7,78.3
32,27.3,3.4,84.1
33.4,25.7,3,81.3
30.9,26.1,2.3,78.2
33.6,26.1,2.6,80.1
32.6,26.9,2.3,80.2
31.8,26.7,2,78.9
33.8,26.6,1.8,75.5
34.2,27.7,2.7,78.9
34.6,26.7,2.6,79.9
31.8,26.2,4.1,82.4
30.6,26.2,4.3,82.9
30.7,25.6,5.4,80.6
30.8,26.3,4.9,75
30.7,26.3,4.4,80.2
33.4,26.7,4.9,68.2
33.8,28,5,76.6
34.8,28.1,5.2,73.4
36.1,28.1,4.1,71.1
35.6,28.5,4.7,71.9
36.2,28.1,4.4,73.8
35.9,28.5,4.2,71.1
35.5,27.5,3.7,71.3
35.9,27.8,4,74.9
34.9,28.7,4,71.5
34.8,28.3,4.2,66.8
34.7,27.8,5,61.4
35.6,27.4,5,59.1
36.7,27.3,4.1,61.7
36.3,28.2,4,60.8
36.5,28.2,3.6,62.1
37,28.3,3.2,69.7
35.7,29.1,3.4,64.4
36,28.7,3.7,69.1
35.7,27.1,3.2,67
32,26.9,2.6,74.9
33.9,26.2,2.6,74
34.3,25.9,3,73.4
34.3,25.9,2.6,76.4
33.1,26.9,2.7,79.2
31.3,26.4,1.9,80.9
33,26.4,1.9,87.9
33.7,26.4,2.2,78.5
33.5,26.4,2.2,78.5
30.7,26.2,2.4,79.4
32.4,26.8,2.4,77.7
33.7,26.5,2.9,75.7
34.7,27.1,3.1,72.5
34.9,26.8,2.7,64.5
35.5,26.6,2.6,65.4
34.2,27.8,3.1,71.5
30.7,26.9,3.4,79.8
32.3,25.9,3.2,84.6
32.3,26.1,3,84
31.4,25.6,3.1,81.2
30.7,26.1,3,82.2
31,25.9,2.2,75.5
33.7,26.4,2.4,82.3
33.1,27.2,2.6,88.8
33.4,26.3,3.2,76.6
32.7,27.4,3.3,77.7
33,26.3,3.6,80
29.2,25.6,3.1,82.7
30.2,25.5,2.9,80.4
30.1,25.8,3.7,78.1
32,25.9,3.5,85.5
32.2,27.2,3.2,80.2
32.3,27.3,2.5,80.8
31.5,27.1,2.8,83.6
32.6,27.1,2.6,83.5
32,26.7,2.8,85.6
31.7,25.9,3,81.5
30.8,25.5,2.7,76.9
31.4,26.3,2.5,75.5
33.3,25.9,2.2,76.4
34.1,26.7,2.3,75.3
34.4,26.6,2.7,77.3
35,26.7,2.6,73.5
33.4,26.6,2.5,77.6
30.1,25.7,2.5,74.1
30.4,25.1,2.8,72.7
31.7,25.4,2.8,78.6
34.9,26,2.2,81.2
35.3,26.4,2.2,73.3
34.8,26,1.9,65.9
34.6,25.6,1.9,59
34.1,24.5,1.8,61.7
34,24,1.5,58.3
33.9,23.8,1.4,64.3
33.9,23.8,1.7,60.4
34.5,24.5,1.9,64.3
33.6,24.3,1.7,62.4
34.1,23.9,1.7,61.3
33.8,23.7,1.7,56.6
34.8,23.2,1.5,55.7
34,22.5,1.8,53.8
34.9,22.9,1.8,58.8
34.2,22.7,1.9,58.8
33,23.6,2.1,62.7
32.3,24.2,1.7,61.7
32.1,25.9,1.5,74.7
32.5,25.9,1.9,82.6
32.8,24.9,1.9,77.3
33.2,24.6,1.9,76.1
33.5,24.7,1.7,70.4
33.6,25,1.6,72.9
33,24.7,1.9,69.3
33.5,24.5,1.8,71.7
32.5,24.9,1.9,67.3
32.7,23.5,2.2,64.2
33,21,1.7,56.3
32.9,20.3,1.6,56.6
32.4,19.8,1.6,56.7
31.4,20,1.6,59.5
31.1,21,1.5,67.9
31.9,22.6,1.7,74.4
32,23.7,1.6,75.4
32.1,24.6,2,75.5
31.1,25,2,75.8
31.5,24.5,2.4,77.6
31.2,21.6,2.1,66.9
31.4,20.6,1.9,66.3
30.8,20,1.5,66.4
31.2,19.8,1.8,65.3
31.8,19.6,1.7,63.3
30.9,20,1.8,54.9
31.1,19.5,1.6,63.8
31.5,19.7,1.9,62.5
32.6,19.5,1.6,62.4
32.5,19.3,1.5,60
32.3,19.4,1.8,60.9
31,19.7,1.5,65.6
31.1,20.3,1.6,65.2
31.4,20.7,2.1,72.7
31.5,23.1,2.3,78.1
32.1,23.4,2,83
31.5,24.5,1.8,80
30.6,23,2,71.1
30.2,21,1.8,66.6
31.9,20.1,1.6,75.1
31.4,19.7,1.7,67.2
30.5,19.7,1.7,62.7
30.5,19.7,1.8,57.1
29.4,20.5,2,58.9
28.8,23,4.2,74.7
29.5,22.2,2.6,73.2
29.7,24.2,2.2,72.7
30.2,23,1.7,70.6
30,22.2,1.9,68.9
30.1,20.2,2,72.1
29.7,19.6,2,61.9
29.9,19.2,1.8,66.5
30,18.8,1.7,65.5
31.6,18.8,1.4,64.5
30.6,17.7,1.6,60.8
30.6,18.5,1.5,53.4
29.4,18.8,1.4,65.7
30.4,20.4,1.7,62
31.2,19.9,1.7,68.3
30.2,19.7,2,60.8
29.5,19.3,1.6,68.6
29.5,20,1.9,71.1
30.1,20.5,1.6,66.6
29.9,20.7,1.7,63.6
30,19.9,1.9,71
29.9,19.9,1.6,69.5
30,20.1,1.8,66.2
29.4,21.3,1.5,59.2
29.5,21,1.6,66.7
29.7,20.4,1.5,64.7
29.6,20.2,1.7,62.6
29.4,20.3,1.9,71.2
30,19.9,1.9,67.5
29,20,1.7,67.8
29.3,20.5,1.9,69.3
29.3,20,1.9,62.2
28.9,19.7,2,65.8
29.3,20.2,2.3,67.1
29.1,20,1.9,68.9
29.2,19.5,1.7,61.3
29.5,18.6,1.6,63.4
29.8,18.9,2.2,63.9
29.6,19.8,1.9,70.7
30.8,19.5,1.9,68.1
30.5,21,1.8,58.8
30.5,21.2,2.1,63.2
30.3,20.6,2.3,62.8
29.9,20.4,2.2,61.3
30.3,20.1,2.3,60.9
29.4,20.9,1.9,66
30.8,22,1.9,72.4
31.2,22.3,2,72.7
30.6,21.5,1.9,66.7
30.5,20.8,1.8,51.4
31.1,20.4,1.6,58.2
30.8,20.7,1.9,62.3
30.6,21.7,1.9,62.6
30.5,21.5,2.1,61.7
30.3,20.5,1.9,61.8
31.1,20.3,1.6,57.1
32.3,20.5,1.4,52.4
32.7,21,1.6,53.2
33.7,20.8,1.8,48.4
32.7,20.6,1.8,54.6
31.6,20.7,1.9,53.4
30.9,21.3,2,54.6
30.6,21.6,2.7,60.6
31.3,21,2.5,67.9
31.6,21.4,2.3,63.9
31.8,21.7,2.3,59.2
32.2,20.4,2,57.1
32.4,20.9,2.2,55.7
32.2,20.6,2.2,57
33.9,21.5,2,57.1
34.1,22.2,1.7,54.2
33.9,21.8,1.9,55.8
33.3,23.4,2,56
34.2,23.2,2,54.5
33.7,23.2,2,48.5
33,23.9,2,51.9
33,22.7,2.2,57.9
32.6,23,2.1,47.3
32.7,22.4,2.2,51.2
33,21.7,2.2,48.4
33.6,21.5,2,54.1
33.8,21.5,2.1,52.2
34,21.6,2.1,55.8
34.2,24.5,2.2,63.3
34.4,25.7,2.2,67.9
33.8,25.9,2.5,61.5
34.4,26.3,2.1,67.6
33.9,26.2,2.1,68.6
32.8,26.4,2.8,65.1
36.2,25.1,2.9,61.5
34.7,24.2,2.3,42.5
34.7,24.1,2,47
33.4,25,2.3,66
33.5,25.4,2.5,57.9
34.3,24.9,1.8,60.2
34.7,25.1,2.1,62.3
34.6,25.8,2.2,47
34.3,25.2,2.2,44.5
34.8,25.6,2.2,55.3
34.5,24.8,2.1,55.8
35.1,24.9,2.1,47.2
35.1,24.6,1.9,51
35.1,24.9,2,42.3
34.8,24.9,2,44
35.6,25.8,2,50.3
34.6,25.1,2.1,45.4
34.9,25.4,2,49.6
35.3,25.7,1.8,54.4
36.1,26.5,2,47.5
35.5,26.8,2.4,51.4
36.2,27,2.2,54.8
36.1,26.7,2.1,46
35.2,27.5,2.4,51.4
35.1,26.5,2.2,59
35.3,27.6,2.3,60.8
35.8,27.6,2,52.2
36.1,28.1,2.2,56.2
36.7,27.7,2.3,50.8
36.3,27.4,2.2,50.7
36.4,27.4,2.3,47.4
36.4,26.5,2.4,48.6
36.7,24,2.1,39.8
36.3,25.4,2,44.6
35.5,26,2,45.6
36.3,26,2.1,46.5
36.9,27.1,2.6,36.7
37.5,28.1,2.4,30.5
36.7,28.7,2.3,41.4
37.2,28.5,2.4,45.8
37.7,28.5,2.2,42.8
37.6,28.5,2.1,40
38.4,28.3,2.5,41.3
38.1,28.6,2.6,43.1
37.9,28.7,2.3,44.7
37.5,28.1,2.2,48.6
38.2,28.3,1.9,45.2
37.7,28.5,2.1,46.2
38.6,28.2,2.4,46.8
38.4,27.6,2.3,42.8
38.1,28,2.6,50.8
37.3,27.7,2.4,48
36.4,26.7,2,53.1
36.9,28,2,58.1
38.2,27.4,2.1,60.3
37.6,27.9,1.8,52.2
36.9,27.7,2,53.1
35.8,26.7,2.4,58.4
37.5,27.8,2.3,51.4
37,27.7,2.4,57.8
34.9,26.8,2.6,63.7
36.7,27.7,1.9,60.7
37.2,28.2,2.2,60.6
38.1,28.2,2.1,62.5
39.1,28.9,2.1,51.1
41.2,29,3.4,52.7
42.1,30.8,3.1,50
42,31.6,3.6,40.1
44,31.4,2.8,39.4
39.7,30.9,3,38.7
39,30.8,2.9,48.5
38.6,30.1,2.8,45.9
40.1,29.6,2.4,45.1
39.1,30.1,2.1,47.1
38.4,30.3,2.2,43.6
38.5,30.5,2.3,53
38,28.3,2.5,51.2
33.7,28,3.5,55.8
37.6,28.3,2.9,63
40.9,29.2,3.7,54.9
41.1,30.6,4.2,54.8
41.7,30.5,3.1,59.5
40.1,30.3,2.5,53
38.6,29.9,2.3,58.4
38.8,30.1,2.8,56.5
39.8,30.1,3,65
41.4,29.5,3.5,71.7
35.3,28,3.3,69.5
35.5,25.4,3.7,71.9
32.1,25.1,3.2,56.9
35.1,26.3,3.1,53.9
35,27.6,3.3,70.3
35.3,28.3,3,78.7
35.1,27.9,3.1,74.1
33.8,27.4,2.6,69.3
34,27,2.7,79.4
32.5,26.3,2.6,71.9
31,24.6,2.4,73
35.1,26.8,2.1,67.2
36,28,2.9,68.2
34.4,26.8,2.4,64.6
33.7,28.1,3,70.4
33.6,27.2,3.1,68.4
36.5,27.1,3.3,73
33.3,26.9,3.3,75.4
35.3,25.3,3.3,72.3
32.2,25.8,3.2,73.6
31.2,25.7,3.3,74.2
31.8,25.5,3.8,75.8
28.7,25.4,3.1,73.3
31.8,27,3.8,68.4
31.7,27.1,3.4,67.4
30.9,26,3.2,67.3
33,26.7,3.1,74.9
34.8,27.4,3.5,71
34.8,26.4,3.5,70.3
35.8,28.4,3.7,64.9
34.2,27.4,3.6,67.2
31,27.1,2.8,74.3
33.8,26.9,2.9,70.6
33.5,27.8,2.7,73.1
36.8,26.9,2.5,81.4
32,26.6,3,84.3
33.3,26.3,3.3,83.8
30.7,25.6,3.1,76.9
30.1,25,3.2,81
30.8,25.3,3.1,79.3
29.2,25.8,3.2,80.9
26.8,25,3.3,82.6
26.4,24.6,3.6,78.4
32.3,25.4,3.4,82.4
33.3,26.5,3.7,76.9
34.6,27.8,3.3,80.6
34.9,28.1,3.6,72.6
35.5,28.4,3.5,69.3
35.4,27.7,3.5,75.1
35.5,28,3.4,71.1
35.6,28.4,3.6,73.7
36.1,27.4,3.3,77.8
34.4,26.2,3.3,80
33.5,25.7,2.5,75.5
35.8,27.8,3,80.2
36.1,27.4,3,71.9
36.4,27.7,2.7,71.2
32.9,26.9,3.1,73.5
35.4,27.2,3.4,72.1
35.5,28.5,3,75.6
32.5,27.6,3,76.7
35,27,2.8,75.6
34.9,26.7,2.2,83
32.1,26.6,2.6,81.3
31.5,26.6,2.5,86.4
33.8,26.4,2.3,81.3
33.7,27.1,2.7,81.9
31.4,26.6,3.3,83
31.5,26.2,2.4,82.3
33.2,25.7,2,83.9
34.6,26.9,2.2,81.1
34,27.2,2.9,81
31.3,26.3,2.9,84.9
28,25.6,3.5,89.4
29.1,25.3,3.3,80.7
31.2,24.7,3.5,84.9
33.3,26.2,2.5,78.7
34.2,26.6,2.5,81.4
34.7,26.7,2.9,78.1
32,26.3,2.8,85.2
30.2,25.9,2.9,88
32.5,26.1,3.5,83
31.6,26.5,2.8,84.8
29.1,25.9,3.2,84.1
31.3,25.6,2.8,80.9
34.4,26.2,2.7,79.3
34.5,28,2.3,80.3
35.7,28,2.2,83.1
34.1,27.4,1.8,80.8
36.1,27.2,1.9,79.7
35.9,27.8,2,79.5
35.3,27,2.3,81.1
33.5,26.4,1.8,77.5
34,27.5,1.8,81.1
34.5,27.9,1.9,81.5
35,27.8,1.7,82.9
33.9,27.5,1.8,81.1
34.3,28.1,2.3,80.2
35.3,27.7,1.8,83.6
33.9,27.4,1.8,81.4
34.1,26.8,1.9,82.2
33,26.3,2,83.6
34.4,27.3,2,80.5
30,25.9,2.5,85.1
31.4,25.9,3.3,80.1
33.9,26.9,3.5,80.8
33,27.4,3.2,83.4
34.1,27.9,3.2,79.7
34.6,27.7,2.3,79.8
35,27.2,2.1,75
35.2,27,1.9,79.1
34.2,26.2,2.2,85.6
34.2,25.9,2.1,80.4
33.7,26.6,1.7,84.3
32.2,25.6,1.9,83
31.5,26.5,2,82.9
32.4,25.9,1.8,80.8
32.7,27.2,1.8,83.3
33.7,26.4,2,81.4
32.7,26.7,2,84.3
30.7,26.4,1.8,73.9
31.4,25.7,1.5,86.2
32.5,25.8,1.6,83.3
32.5,26.3,1.8,83.8
32.9,26,1.5,86.4
33.1,27.3,2.1,84.8
32.8,26.1,1.7,82.7
34.1,26.8,1.4,82.3
33.8,26.5,1.7,83.2
33.6,26.6,1.7,85.1
34.2,27,1.5,84
34.9,26.9,1.6,82.9
33.4,26.1,1.7,78.1
35.4,25.5,1.7,68.9
31,25,1.8,68.3
31.2,25.5,1.9,71.7
33.6,26.8,1.9,78.6
34.4,26.6,2.2,79.3
34.8,27,1.8,80.6
35.3,27.2,2.1,70.2
34,26.1,1.8,71.5
33.7,26.9,1.9,74.5
33.1,25.7,1.7,79.2
33.1,24.6,1.7,75.2
33.4,25.3,1.6,78.2
33.3,24.6,2.2,77.7
32.5,23.7,2.3,81.1
32.6,23.4,2,81.5
31.8,22.8,1.8,82.3
32.2,22.6,2.4,77.6
31.6,23.2,2.5,79.2
30.7,23.1,2.1,85.3
32,24.7,2.2,83.3
32.5,23.9,1.9,82.4
32.4,23.6,1.7,81.9
33,24.2,1.8,75
32.7,22.8,1.9,77.4
32,23.3,1.9,77.4
31.2,22.8,2.1,71.1
31.4,23.4,2,71.9
31.6,23.8,1.9,69
29.7,24.7,1.9,86.5
33.2,24.7,2.2,81.9
31.9,24.6,2.6,81
32,24.9,1.8,82
32.2,24.6,1.7,79.8
32.9,25.5,1.9,79.2
33.2,25.3,2.1,79.9
32.6,25.5,1.9,73.5
32.2,24.8,1.6,75.8
32.8,24.5,1.5,74
31.5,25.1,1.8,75.9
30.7,23,2.1,69.1
31.2,21.2,1.7,76.1
31.5,21.9,1.6,74.5
31.1,20.3,1.8,70.4
30.8,20.6,2.1,79.4
29.8,20.4,2.3,79.9
30.3,21.3,2.6,82.3
30.3,20.5,2.8,71.9
30.4,19.7,2.4,73.2
29.7,19.5,1.9,75.3
29.1,19.5,2,72.8
30.4,20.1,1.9,76.9
30.4,20.3,1.5,71.9
32.3,20,1.9,62.7
33,21.9,2.2,68.2
31.7,20.9,1.8,69.5
31.6,21,1.4,62.6
30.6,21.8,1.6,67.6
31.2,22.1,1.7,73
30.9,22.1,1.9,72.3
31,21.9,2.2,71.8
31.3,20.1,2.2,69
30.8,20,2.4,69.5
30.4,20.1,2.5,74.2
29.5,19.6,2.4,68.4
29.9,17.9,2,71.7
30.4,17.9,1.9,75.8
30.1,19.1,1.9,77.3
30,19.3,1.7,76.3
30.1,20.2,1.7,75.5
30,20.4,1.8,74.4
30.8,20.5,2.2,66.9
29.4,18.8,2.1,66.1
29.5,17.9,2.2,68.7
30.4,17.9,2,66.6
30.2,18.8,1.7,68.5
31.1,19.5,1.7,64.6
30.6,22.2,1.5,73
29.9,21.5,1.6,73.7
29.9,20.4,1.9,67.6
30,19,1.7,69.9
29.3,18.4,2,67.6
29.5,18.1,1.6,62.1
29.5,18.2,1.9,64
28.8,18.7,2.1,68.2
28.8,19,2.2,69.7
29.7,19.6,1.9,74.8
30.2,19.9,1.6,73.7
31.5,20.6,1.6,71.6
30.7,20.9,2.1,76
30.9,21.5,1.9,71.9
30.4,21,1.5,67.4
30.8,20.9,2,67.2
30,19.6,2,63
30.3,18.8,2.1,68.6
29.8,18.7,1.9,56.5
29.9,18.2,1.7,65.1
29.3,18.3,2,62.5
29.4,18.1,2,63.9
29.4,19.3,1.7,65.1
30.1,19.4,2.1,67.8
31.4,19.9,1.7,59.7
30,20.1,1.8,57.2
29.8,20.1,2,65.3
29.8,20.2,2,68
29.7,20.3,2.3,63.4
30.2,19.3,2.4,65.8
32.1,18.7,1.8,52.6
33.6,18.8,2,55.2
33.1,18.4,1.8,56.5
32.3,18.4,2,60.4
31.5,18.5,2,59.4
31.2,19.2,2.5,68.4
30.2,20,2.3,72.3
30.7,20.2,1.7,64.2
32.3,23.2,1.7,65
31.5,21.7,2.1,62.9
31.6,22.4,2,73
29.6,23.1,2.6,68.6
30.7,23.7,2.6,74.2
31.1,22.8,2.4,72.9
30.9,21.6,2.7,75
31.7,20.5,2.6,68.6
31.6,20.4,2,67.1
31.8,21.6,1.9,73.7
32.4,21.3,2.2,68.3
31.7,21.6,2.2,66.1
31.7,21.6,2.1,65.6
32.1,21.4,2.1,60.9
33.1,21.6,1.9,59.6
32.3,21.4,2.2,63.7
32.7,20.9,2.4,66.3
33.9,20.5,2.4,65.1
35.3,19.5,2.2,60.7
34.7,22.1,2.1,60.5
35.2,22.3,1.9,60.7
35.2,21.3,2.2,62
35.4,22.3,2.1,58.8
35.2,22.8,1.8,52.3
34.9,22.7,2,50.9
34.7,22,2.3,55.5
33.9,22.1,2.1,58.7
34.5,22.1,2.2,57.9
33.7,22.9,2.2,55.8
33,23.8,2.1,60.1
35,23.6,2.1,60.4
33.4,24.5,2.3,69.8
34,24.2,2.4,69.1
35.8,23.9,2.4,62.6
34.6,23.2,2.2,66.1
33.8,25.5,2.3,56.9
32.5,25.6,3.2,74.3
31.8,24.8,2.5,76
34.7,23,2.2,69.8
34.9,23.7,2.1,63.2
34.4,24.4,1.9,67.9
35.1,25.1,2.3,60.5
35.8,25.4,3,62.1
36.3,25.3,2.3,53.3
35.1,26.1,2.1,59.5
34.8,26.2,2.5,57
34.7,25.7,2,70.9
34.7,24.9,1.7,63.6
35.7,25.3,2.2,58.9
35.8,26.7,2.1,60.3
36.5,27,2.5,59.6
34.6,26.5,2.5,64.3
35.1,25.6,2.8,65.8
33.6,24.3,2.8,63.2
35.3,27,2.3,70.2
35,26.5,2.3,64.9
34.6,27,2.6,60.8
35,26.1,2.8,63
34.8,25.2,2.7,59.4
33.5,25,2.8,69.7
34.7,25.4,2.3,65.1
34.5,25.3,2.5,67.6
35.2,25.8,2.4,67.3
35.8,26.7,2.4,60
35.6,26.4,2.5,62.9
36.3,27.2,2.5,57.7
35.7,27.9,2.6,66
37.1,27.6,2.1,64.8
37,28.1,2.5,57.7
37.3,26.4,2.2,51.9
37.8,27.8,2.2,50.8
36.7,28.9,3.3,49.4
36.5,28.9,2.8,53.7
37.2,28.7,2.4,57.4
37.5,28.6,2.3,54.7
37.3,27.1,2.6,52.3
36.5,26,2.6,52
36.8,27.8,2.5,51.1
36.6,28.3,2.5,43.9
36.8,28.2,2.6,47.3
36.3,28.7,2.9,48.8
36.6,28.9,3.4,49
36.3,26.5,3.2,45.8
36.2,25.9,2.9,58.4
33.6,24.8,3.6,56.1
35.4,24.7,2.7,59.9
36.8,27.9,2.7,59.5
37.3,28.3,2.5,57.1
37.9,28.3,2.7,48.1
38,29.4,2.9,43.2
37.4,29.1,2.8,61.5
37.8,28.7,2.8,57.2
37.7,27.8,3,52.7
38,27.5,2.7,49.4
36.1,27.7,2.9,52.6
35.7,26.8,3.1,56.5
36.3,26.8,2.6,61
36.7,28.3,2.8,53.7
36.9,28.5,2.7,58.1
37.8,27.8,2.9,56.2
38.1,29.6,2.7,46.8
37.2,29.8,2.8,47.2
35.9,29.7,2.6,56.9
37.1,29.4,2.5,55.7
36.2,28.3,2.9,60
37,29.4,2.9,51.8
36.7,29,2.7,61
36.8,29.1,3.1,67.1
37.5,29,2.7,63.7
37.7,29.6,2.9,58
38.9,29.4,3.6,49
38.6,30.3,3.4,54
36.2,28.7,3.3,59.3
37,29.1,2.5,63.7
36.4,28,2.5,67.4
38.3,27.5,3.3,63.5
39.4,28.8,3.2,55.9
38.5,28.9,3,60.4
38.7,27,3.7,69.2
35.2,26.6,3.7,76.6
34.7,27.1,3.6,72.5
35.4,27.7,4.1,68.9
36,28,4.8,75.6
34.6,27.2,5,69.6
32.1,26,4.3,67.7
36,26.9,4.6,63.2
38.6,29.2,4.5,55.1
39.5,28.7,4.3,54.1
39.4,29.1,4.2,58.1
40.3,29.9,4.8,52.9
39,28.5,4.6,60.2
39.1,29.4,4.1,60.3
39.2,29.4,3,63.2
38.4,29.3,3.3,62
33.5,28.3,3,79.4
34.3,28.1,3.2,77.3
36.7,28.2,4,71.3
38.5,28.6,4.1,71.3
36.6,28.8,4.7,71.4
32.3,26.3,4.3,75.9
34,26.8,3.9,71
32,26.9,3.2,70.8
35.2,25.9,3,70.6
31,26.1,3.2,67.5
35.1,26.8,3.7,69.4
31.7,25.3,4.7,73.6
33.9,27.4,4.7,72.5
35,26.6,4.7,72.6
32,26.3,4,78.9
29.8,25.1,4.1,79.7
29,25.6,4,79.7
30.7,26.5,4.2,83.2
29.9,25.4,4.7,82.2
30.3,25.4,4.4,80.2
28,24.7,4.5,80.2
30.3,25.6,4.3,78.1
29.7,26.2,3.9,84.2
27.6,25.4,4.2,79.1
31.4,26.6,4.7,80.2
34,26.8,5.1,79.8
34.7,27.3,4.8,73.6
32.8,27.9,4.8,71.9
29.8,26.9,4.7,72.7
30.5,25.3,4.6,77.8
32.6,27.2,4.3,73
34.8,27.9,4.5,73.2
35,27.7,3.9,72.2
