MaxT,MinT,WindSpeed,Humidity 
28.8,18.1,1.7,63.9
30.4,18.8,1.4,69.5
30.4,19.6,2.1,62.3
28.9,18.3,1.8,59.9
29.4,16.8,1.8,60.5
29.2,17.2,1.8,63.7
30.2,17.5,1.9,64.1
29.4,17.7,2.2,69.2
30.5,17.8,1.6,68.8
30.6,19.4,1.6,59.5
30.3,18.7,1.4,58.4
30.7,19.6,1.3,64.8
29.7,19.8,1.9,69
29.7,19.9,2,64.5
29.5,20.5,1.9,64.3
29.6,19.7,2.3,68.4
30.1,19.2,2.4,68.1
29.9,19,2.1,69
30.4,19.4,2.4,72.2
31.2,19.1,2.6,70.4
31.1,19.5,2.3,66.8
30.8,21.1,2.5,66.3
30.2,21.2,2.4,69.9
30.9,19.7,2.7,72.4
31.8,19.8,2.3,67
30.6,20.6,2.4,61.8
30.2,21.2,2.5,57.5
30.5,20.3,1.8,67
30.6,20.2,2.2,61.9
30.8,20,1.9,64.9
30.6,20.3,2.3,62.8
31.8,19.6,2.1,62.5
32.1,19.1,2.1,61.7
32.5,19.5,2.4,55.6
32.3,18.7,2.4,62.6
32.6,20.2,2.1,56.7
33.3,19.8,2,61.1
33.1,19.6,2.2,63.6
32,19.7,2.6,56.7
31.1,20.7,2,70.6
31.9,21.9,1.8,65.8
31.9,23.2,2.2,63.2
32.1,24.1,2.9,72.6
31.8,24.5,2.9,78.8
31.2,22.8,2.9,80.1
30.5,22.6,2.8,71.9
30.2,22.8,2.6,74.9
30.5,23,2.5,72.2
30.5,22.6,2.2,74.8
30.7,22.8,2.3,78.6
31.2,23,2.8,70.1
31.2,22,2.9,67.6
31.9,23.2,2.7,63.1
32.5,22.3,2.4,60.7
32.8,21.8,2.4,60.8
33.6,21.6,2.5,52.9
33.9,21.4,2.6,61.5
35.8,21.1,2.7,60.5
36.9,22.8,2.1,52.3
35.3,24.3,2.1,45.9
34.5,23.8,2.8,42
33.6,24.5,2.6,49.5
32.9,23.3,2.4,53.6
33.6,23.4,2.6,64.1
33.2,24,2.5,56.8
33.1,24.2,2.4,57.8
33.2,23.4,2.4,50.3
32.9,23.3,2.7,49.4
33.6,23.1,2.8,58.1
33.2,22.6,2.4,53.5
33.3,23.6,2.4,54.5
33.1,22.6,2.5,57.8
35,23.4,2.4,61.4
34.4,24.4,2.4,56.1
33.6,25,2.5,60
33.1,24.7,2.8,64.1
32.9,24.5,3.2,69.8
34,24.3,2.2,69.5
34.6,24.3,2.3,54.9
34.5,24.2,2.4,49
34.5,25.1,2.3,56
34.6,25.6,2.8,58.9
35.5,24.8,2.7,49.6
35.6,25.5,2.6,43.1
34.8,25.9,2.4,48
34.6,26.9,2.8,53.8
34.6,26.9,3,58.9
33.9,26.4,2.7,61.8
34.2,26,3.2,66.6
34.2,25.6,3,69.4
33.9,24.8,2.7,69.2
33.5,25.4,2.3,64.5
34.2,24.6,2.9,62.6
34.5,24.8,2.4,68.5
35.1,25.1,2.4,64.9
35.4,25.8,2.3,59.5
34.9,26.6,2.8,60.5
35.1,26.4,2.8,66.9
35.4,27.1,2.5,67.4
35.5,26.7,2.4,64.3
36.2,26.6,2.5,61.1
35.9,26.7,2.9,57.2
34.9,26.7,2.5,71.6
35,27.5,2.7,77.4
28.4,24.1,2.9,79.3
32.4,24.7,2.2,75.2
32.7,25.6,2.1,66.4
33.9,26.3,2.3,72.6
34.6,26.6,2.4,69.3
34.5,26.1,2.2,65.1
34.7,26.1,2.2,74.9
34.6,26.6,2.8,61.6
35.1,27.2,2.5,66.2
35.4,27,2.1,63.4
36.5,26.4,2.5,66.1
37.7,28.1,3.3,53.6
38.6,28.5,3.2,44.5
39,28.9,3.3,45.3
37.6,28.7,3.1,43.7
36.9,29.4,3.8,48.9
40.1,29.3,3.4,42.2
38.1,29.2,4.2,44.1
40.2,28.5,3.1,45.8
39.7,28.8,2.9,45.2
39.9,28.4,2.9,45.8
37.1,28.8,3.1,47.9
38,29,3.2,48.3
37,28.5,3.2,51.8
37.3,28.2,2.5,68.2
35.4,28.7,2.4,63.7
35.8,28,2.2,67.7
36.6,29,3.3,62.3
35.5,26.9,3.8,60.1
37,26.3,4.1,55.7
40,28.8,4.3,55.7
40.1,29.4,3.7,51.7
38.3,29.3,3,55.4
37.2,27.7,3.6,61.4
38.3,27.5,3.1,66.6
38.8,28.1,3,56.3
36.5,25.8,3.5,61.9
39.7,27.9,3.4,55
37.7,28.7,4.2,54.9
38.3,28.7,4.5,59.3
33.6,27.4,3.5,64.6
36.9,28,3.6,60.3
36.6,28.2,3.2,69.1
38.4,29.3,4,68.6
38.3,28.8,4,69.9
38.6,28.4,4,68.5
33.8,26.3,3.5,71.3
35.1,27.3,3.8,60.2
35.5,27.4,4.5,66.8
34.6,25.7,5.1,72
35.7,25.8,5.3,68
37.5,27.4,5.4,62.9
33.4,28.8,5.8,58.6
34.3,26.1,5.8,67.4
34.2,27.2,6.4,73.7
35.5,28.4,6.7,63.2
36.6,28.3,6.5,72.2
37,29.1,7.1,58
37.5,29.6,6.7,57
37.1,27.6,6.5,63
36,27.1,6.6,63.5
36.9,28,5.7,65.2
37.5,28.8,4.9,65.6
38.5,29.4,5.5,72.1
35.6,28.2,5.7,74
34,27.3,5.5,72.1
34.9,26.3,5,66.2
35.8,27,5.5,71.2
36.5,28.1,5.9,65.1
37.9,28.5,4.6,62.8
37.4,27.6,3.4,64.6
31.9,26,4,69.8
34.7,26.7,4.3,78.4
33.7,26.8,3.8,72.4
29.4,25.9,3.6,83.1
30.5,24.9,3.7,78.6
32.2,25.5,3.7,78.9
33.5,26.8,4.1,74.5
35.9,27.3,5.3,71.3
36.8,27.9,5.3,68.6
37,28.5,5.3,68.6
33.2,27.6,4.6,74.8
28.7,25.5,5.4,73.3
32.1,26,5.7,73.7
33.7,27,5.3,77.8
33.5,27.7,4.8,75.9
32.6,26.9,4.9,74
32.8,27,5.3,70.3
34.6,26.8,5.7,76.3
33.8,26.9,5.4,81.1
32.1,25.4,5.7,81.6
33.3,26.1,5.2,77.8
34.8,26.1,4.5,78.8
35.1,26.6,3.6,77.1
32.3,26.6,2.3,77.2
32.2,25.8,2.4,80.1
34.2,26.6,3.3,81
34.3,26.6,3.6,77
33.3,25.9,4.1,73.6
33.3,25.5,4,76.7
33.6,26.6,5,78.1
33.1,27.3,5,74.8
33.3,27.3,4.3,75.8
30.3,25.8,4.6,84.1
32.5,26,4.9,82.2
34.6,26.8,4.5,77.5
34,27.2,4.3,82.3
34,28.1,4.9,78.6
34.4,27.4,4.5,82.3
33.5,27.2,4.3,83.5
34.8,27.8,3.9,80.8
35.5,28,4.8,75.9
35.2,28.4,4.9,76.9
33.8,25.6,4,79.7
33.9,27.2,3.8,79.4
34.7,27.2,3.3,74.7
33.7,26.5,2.9,77.2
31.7,25.9,3,78.4
32,25.5,3.1,81.3
31.4,25.2,2.4,83
30.3,25.5,2.1,82.9
31.3,26.2,1.9,83.2
29.9,26.1,1.9,78.8
31.7,26.3,2.6,85
30.4,25.9,2.7,81.9
29.1,25.5,3.6,81
30.9,25.8,4.5,82
30.1,25.1,4.9,82.8
31.4,25.6,5,73.9
31.7,26.2,4.4,71.6
30,26.1,4.4,79.2
30.9,26.2,3.6,80.3
31.8,26,4.3,79.5
33,26.3,4.2,83.6
32.8,26.9,4.4,79.9
33.6,27.5,3.9,76.9
30.5,27.2,4.6,78.2
32.7,27,4.3,78.6
33.5,27.1,4.9,79.2
34.5,26.7,4.2,80.9
33.8,27.4,3.9,80.6
34.5,26.8,3.5,77
34.8,26.7,3.6,76
35.1,27,3.1,76.8
30.9,25.8,2.9,76.2
32.8,25.8,2.4,82.7
31.7,26.1,2.7,78.4
33.3,26.5,3.9,83.8
33.3,27.5,4,81.7
34.1,27.4,3.8,78.4
34.8,27.4,3.3,79.7
33.3,26.5,3.1,81.6
33.8,26.6,3.5,72.9
35.3,27.2,3.4,74.3
35.4,27.2,3.7,72.9
34.2,26.5,3.8,74.2
35.3,26.7,3.1,73.2
36,27,3.2,71
35.8,26.9,2.8,72.6
35.6,26.7,2.5,64.2
35.9,25.9,2,73.9
36.5,26,1.9,66.9
36.3,25.7,1.8,63
37,25.2,1.5,64.5
36.8,25,2.3,75.8
34.4,25.2,1.8,71.3
35.6,26.1,2,73.6
35.2,26.1,1.6,73.1
35.4,26.3,1.8,73.7
35,26.4,1.7,74.4
34.8,26.6,2.1,74.8
34.1,26,1.8,77.1
33.3,26.2,1.7,79.3
31.7,25.5,2,79.3
34,26.1,1.9,78.4
35.1,27,1.9,77.5
34.9,26.5,1.5,77.6
35.1,25.4,1.9,70
35.2,25.6,1.9,70.2
35.2,25.1,1.9,74.4
34.9,23.4,2.1,66.4
34.1,24.2,1.6,61.2
34.6,25.2,1.9,67.5
34.2,25.1,2.4,72.2
33.7,25,2.6,70.2
33.6,25.4,2.5,72.8
29.2,24.1,2.4,80.2
33.4,23.9,2.7,81
32.2,24.4,2.4,79.9
32.4,24.4,2.4,72.2
31.9,24.1,2,77.8
32.5,23.5,1.7,75.9
32.4,24.2,1.8,78.7
31.2,24,2.2,76.8
31,24.7,2,77.1
31.2,24.3,1.9,72.6
31.6,22.7,2.1,75.2
32.4,20.6,2.1,71.7
33.5,21.1,1.6,66.3
34,20.6,1.4,60.6
34.7,21.3,1.8,59.8
32.8,21.2,1.6,58.7
32.7,21.6,1.5,65.7
32.1,21.4,1.4,63.4
32.9,22.1,1.5,64.2
32.3,22.8,1.6,64.7
32.5,22.6,1.7,72.8
32,22.6,2,70
32.6,22.1,2.1,66.9
32.4,21.6,1.8,72
32.4,20.5,1.6,65.8
32.7,19.2,1.8,61.5
32.7,19.6,2.3,60.6
31.5,20.2,1.9,64.9
31.4,21.2,1.5,65.1
31.4,21.9,2,69.3
31.7,21.9,2.1,74.4
32.2,22.6,2.6,78.2
31.7,24.1,3.3,78.1
31.3,24.2,2.8,76.8
31.7,23.1,2.3,74.5
32.1,22.7,1.8,76.7
32.3,22.6,1.7,72.4
31.9,22.4,1.4,64.8
31.9,22.6,1.2,67.3
31.8,22,1.2,65.3
31.6,21.8,1.5,64.1
32.1,22.5,1.4,72.3
31.7,22.4,2.4,68.7
31.7,20.8,2.2,67.6
31.5,20.2,2.1,64.5
32.1,22,2.2,71.8
32.1,22.3,1.6,67.8
31.9,23.1,2,72.1
31.1,23.1,2.5,65.2
31,21.3,2.6,64.1
31.1,20,2.2,65.2
30.8,20.7,2.1,72.2
30.7,20.6,2.1,68.3
30.5,20.1,2,66.6
29.7,20.1,2.2,70.2
30,19.3,1.8,71.3
29.4,19.7,2.2,63.3
29.7,19.3,2.2,71.4
29.6,18.1,2.3,58.4
29.6,17.8,1.9,66
29.7,18.3,2.1,65.5
29.5,16.7,2.2,65.7
30.1,17.5,2.2,63.4
30.6,17.5,1.6,61.3
31.3,19.1,2.7,53
29.8,22.9,2.8,63.7
30.7,23.7,3.5,81.5
28.6,23.6,2.9,79.8
27.8,23.7,2.7,87.4
30,23.2,2.6,81.9
30.9,23.8,2.1,82.2
31.4,24,2,76.7
31.6,23,1.7,73.7
30.8,22.9,1.7,75.4
31.2,22.3,2.1,70.9
31.4,22.2,2,75.3
31.1,21.8,2.6,72.9
29.7,22.7,2.7,70.6
25.9,21.7,2.3,68.5
28.8,20.4,2.2,63.5
28.6,18.3,2.5,67.7
27.9,15.7,2.2,54.3
29,14.4,1.8,55.7
29.2,15.7,1.6,59.6
29.9,16.9,1.6,62.4
29.9,17.8,2.3,67.2
30.1,18.9,2.1,64.6
30.4,19.9,2.1,63.7
30.8,19.8,2.4,70.2
30.4,20,2.5,68.4
29.9,20.8,2.5,69.5
30.2,20.7,2.4,65.3
30,19.9,2.6,65.2
30.6,19.7,2.5,63.7
30.7,20.1,2.4,68.4
30.3,20.6,2.4,71.4
30.2,20.9,2.6,74.3
30.3,21.8,3.3,74.6
29.8,21.2,2.9,67
30.4,22,2.5,68.4
29.8,21.7,2.7,63.6
30,21.6,2.5,63.3
30.1,19.7,2,61.7
30.5,20.3,2.5,61.3
30.8,19.6,2.5,68.8
30.9,19.3,2.7,59.8
30.9,19.4,2.3,65.4
30.1,22,2.4,62.2
30.6,20.3,2.4,53.9
30.7,21.5,2.7,65.4
30.5,21.8,2.7,71.8
30.9,23.8,2.8,61.8
31.8,22.5,2.6,66
32.1,21.6,1.9,66.6
32.4,19.8,2.2,62.5
31.5,20.7,3,68.5
31.8,20.9,2.8,64.2
33.3,20.2,1.6,55.7
33.5,21.5,2.1,51.5
33.9,22.5,2.2,59.5
33.6,21.8,2.3,49.9
35,21.9,2.2,43.3
35.6,20.3,2.1,53.8
36.1,20.5,2.7,44.1
36.7,20.8,2.3,44.2
35.8,19.9,2.3,50.9
34.7,20,2.2,45.6
33.9,22.3,2.2,52.1
34,23.7,2.1,48.8
34.1,24.3,2.7,37.4
34.3,24.6,2.9,32.8
35.1,24.9,2.1,43.7
33.5,24.2,2,43.8
34.3,24.2,2.4,57.9
34.7,24.1,2.8,42.9
35.2,24.7,2.9,47.7
35.6,24.2,2.5,48.1
33.7,24.5,2.4,58.2
33,24.2,3,58.7
33.3,24.4,3.3,59.3
34.1,25.4,2.8,68.1
34.5,25.5,2.5,65.7
34.7,24.4,2.4,46.3
34.4,24.4,1.9,60.6
34.9,24.2,2.1,53.6
34.9,25,2.3,52.2
35.5,25,2.3,47
34.6,24.7,2.1,43.6
35.4,25.1,2.6,45.6
35.3,25.6,2.3,57
36,25,2.7,49.1
36.7,23.6,2.4,38.4
34.8,23.6,2.2,36
34.6,23.8,2.5,38.8
34.6,23.7,2.4,44.1
35,24,2.6,49.7
35.3,23.8,2.2,47.5
35.4,25.6,3.2,43.5
34.7,26.7,2.8,53.1
34.3,25.9,2.8,52.1
34.9,24.7,2.4,51.2
35,24.7,2.1,52
35.9,25.3,3,42.4
35.6,26.4,2.5,47.2
35.4,26.7,2.8,51.2
36.1,26.2,2.2,63.1
35.9,26.8,2.4,60.1
36,27.1,2.7,57.1
36.3,26.5,2.7,53.4
36.4,27.7,3.1,52.5
36.3,26.9,2.5,54.8
36.2,27.5,2.1,51.7
35.2,27,2.3,62.6
36.1,26.7,2,62.5
37.3,26.3,2.1,61
37.8,27.6,2.4,57.6
37,28.2,2.7,59.2
37.4,28.6,2.5,62.1
37.2,28.7,2.4,48.2
38,28.3,2.8,51.1
36.9,28,2.4,59.3
35.4,26.8,2.3,57.2
36.5,27.7,2.3,56.6
36.6,28.3,2.5,53.1
35.5,28.1,2,55.6
36.5,28.2,2.5,61.2
37.3,29,2.5,55.4
37.7,28.7,2.8,51.7
35.9,28.7,2.3,57.8
36.9,29.2,2.4,48.7
39.4,29.8,2.5,54.2
38.1,29.5,2.9,40.3
38.5,28.8,3.2,49.5
35.3,28.4,3.6,44
37.9,26.5,3.7,39.9
38.1,26.1,3.1,44.5
37.4,28.1,2.6,43.4
38.5,29,2.9,38.5
33.2,26.1,3.2,50.3
36.4,26.5,2.7,46.1
36,27.8,2.7,46.6
36.7,27.1,2.6,54.5
37.9,27.9,2.5,43.7
37.7,29.3,3.5,39.4
41,29.4,3.1,39.9
40.3,29.6,3.5,38.5
40.2,29.2,2.8,31.9
38.7,29.9,3.5,42.5
38.2,29.3,2.9,40.1
38.1,29.8,3.2,32.3
38.1,30.5,3.7,32.3
38.6,30.2,3.4,34.7
41.3,30.2,4,33.9
42.6,31,4.5,33.7
41.3,31.3,4.4,35.5
42.6,31.2,4.7,34.2
41.4,31.4,4.7,33.8
41.9,30.8,4.9,37.8
40.7,31.9,4.5,36.1
42.8,31.8,4.7,35.6
44.9,32,5.6,37.5
45.1,32,4.9,34.3
44.1,31.9,5.4,38.8
43.6,31.6,4.7,38.9
42.3,31.9,4.7,44.8
41.3,30.7,4.7,44.6
41.9,30.6,5.4,48.6
42.4,30.2,5.3,47.1
38.4,27.7,5.5,46.1
35,28.6,5.5,47
37.7,29.3,5.4,46.8
38.7,28.3,4.1,52.2
34,26.6,3.3,53.2
35.9,28.9,3.6,56.3
39.3,29,4.5,57.1
35,29.1,4.9,57.8
32.9,26.8,5.2,68.1
30.1,26.1,5.2,75.5
29,25.3,5.5,68.2
30.7,25.6,5.4,63.9
31,27,5,66.4
31.9,26.5,3.9,70.5
37.5,27.5,4.2,59.4
37.7,28.9,4.3,57.5
36.2,28.4,5,63.2
30.7,26,4.6,62.8
35.6,26.8,5,57.1
36.1,27.8,4.8,59.4
37.4,28.2,4.7,60.9
37.6,28.1,4.9,63.6
29.3,25.2,4.3,73.7
30.4,26.2,4.7,69.1
32,26.8,5.5,72.1
35,27.2,5.3,64.3
36.8,28.1,6.2,59.3
33.9,27.3,5.4,71.5
33.7,26.4,4.1,73
33.4,25.5,4.4,68.4
28.8,25.3,3.7,71.8
32,25.8,3.3,76.6
34,26.1,3.4,67.4
36,27.5,4,70.3
37.1,26.3,3.5,68.6
30.9,26,3.4,79.3
30.2,26.3,3.4,79.3
33.5,26.5,3,81.1
34.1,26.4,3.2,75.7
29.7,26,5,78.6
29.5,26.2,5.1,77.8
27.5,25.1,4.9,75.4
28.2,25,4,77.2
30.5,25.9,5.1,73.1
32.9,26.2,4.4,70.7
31.1,26.5,4.8,69.4
30.7,26.2,4.6,75.1
29.2,25.9,5,74
32.6,25.4,4.7,77.2
32.2,25.9,4.9,76.5
30.5,25.2,5.1,71.2
31.2,24.7,5.3,71.9
28.8,25.3,5.4,71.7
31.2,24.8,5.1,65.8
32.3,25.3,5.7,75.2
27.9,24.5,4.8,77.6
29.3,24.4,4.6,75.2
29.2,25.2,5,77.4
29.6,25.1,4.9,73.9
33,25.4,4.5,71.4
33.6,26.7,4.1,75.1
33.4,26.7,4.7,76
32.3,25.6,4.9,73.8
32.2,25.8,4.6,74
33,25.8,4.4,74.2
32.8,26.4,4.2,72.6
33.8,26.4,3.9,73
33.4,27.1,3.9,73.9
34.4,27.3,3.5,72.6
34.6,27.6,3.8,67
31.6,27.1,4.3,73.3
32.8,25.9,5.3,70.1
33.3,25.9,4.2,69.1
30.9,27.2,3.8,74.4
33.4,26.8,2.9,72.3
33.6,26.4,2.7,68.7
33.7,26.3,3.1,71.7
34,26.4,2.6,77.4
30.1,26.1,3.4,83.4
32.4,26.2,3.9,77
32.9,26,3.6,74.1
33,26.3,3,75.1
29.2,24.9,3.4,75.3
31.8,25.8,3.3,72.1
33.1,27.2,3.6,71.8
34.3,25.6,3.8,74.8
29,25.3,4,86
28.7,25.2,4.9,83.5
32.6,26.1,5.1,79.7
33.2,26.8,4.2,76.8
34.2,26.2,3.4,81.8
32,26.7,3.7,82.8
29.5,23.2,4,80.9
29.8,25.3,4.1,78
29.7,25.3,4.4,81
32,26.2,3.7,78.2
33.6,26.5,3.2,76.9
33.8,26.1,4.1,74.6
34.4,26.8,4,77.2
31.6,27.5,4,78.8
34,26.3,3.2,76.6
33,25.3,3.3,77.5
34.3,26.2,2.3,76.8
34.7,25.8,2.4,77.2
32.7,25.3,1.9,84.5
32.8,26.8,2.6,80.8
32.7,25.5,2.4,75.3
33,25.3,2.4,75.9
34.7,26.6,2.7,72.4
34.6,25.8,1.9,74.1
35.3,26.5,2.1,76.9
33.1,26.2,2.7,70.2
32.8,25.4,2.7,79.1
30,25.3,2.3,82.2
29.6,25.7,1.6,84.3
28.5,25.4,3.1,80.3
29.8,24.8,3.5,75.9
31.7,25.8,3.7,72.5
33.7,26.6,2.8,75.1
34.2,26.2,2,73
35.1,25.4,1.6,74.3
35.4,24.7,1.5,71.1
34.7,24.7,2.3,62
34.1,25.6,2.8,64.6
33,25.6,2.5,67
33,25.1,1.6,66.5
33.8,25.5,2.1,65
34,25.2,1.9,67.8
33.5,25.1,2.6,63.4
33.4,24.7,2.2,62.7
33.7,23.6,2.3,60.4
33.2,24.6,2.3,69.6
32,24.6,2,75.2
29.8,24.4,1.7,86.3
31.7,25.3,2.1,85.1
32.4,25.5,1.8,78
32.8,25,1.8,76.7
33,24.9,1.1,76.5
33.2,24.2,1.7,74.6
33.1,23.8,1.7,73.3
33,24.5,2.4,72.8
32.9,23.6,2.2,68.1
32,24.3,3,68.6
31.4,23.5,2.8,71
30.7,23.5,3.7,76.7
28.8,24.8,4.4,74.7
29.4,25.1,2.3,70.5
28.8,24.8,2.6,88.9
27.9,24.4,2.5,83.1
29.7,24.6,1.7,77.5
31.4,24.9,1.8,75.2
32.5,25,1.7,73.8
32.3,23.7,1.5,69.6
31.8,22.8,1.3,67.5
30.9,22.1,2.1,67.8
30.9,20.8,2.1,67.8
30.7,20.3,1.7,64.8
30.9,19.3,2.5,62.8
31.2,19,2.4,63.2
30.4,19.8,2.7,59.8
30.5,19.1,2,57.7
31.1,18.5,1.9,60.2
31.8,19.5,2,57.5
32.5,24,1.5,61.3
32.4,25.1,2.1,66.2
30.5,24.7,2.2,72.9
31.3,24.5,2.2,75.9
31.9,24.5,2.4,76.4
32.3,23.9,2,75.2
31.9,23.9,2.2,74.8
30.9,23.4,2.1,73.6
30.8,22.6,1.8,75.2
31,21.4,1.4,66.2
30.5,21.4,1.7,68.5
32,21.2,1.3,68.8
31.3,22.2,2.1,66.7
31.2,19.7,2.1,66.9
30,20.9,2.2,73.4
28.6,21.8,2.3,67.8
30.5,23.4,2.4,71.3
31.8,20.9,2.1,65.2
31.8,21,2.1,67.5
32.5,21.1,1.5,65.2
32.7,21.3,1.5,65.2
32.3,20.7,1.6,65.9
31.7,21.4,1.8,66.9
32.2,21.1,1.9,65.3
31.2,21.8,1.9,68
30.9,21.7,2.4,73.3
31.1,21.4,2.1,72.7
30.7,21.4,2.5,72.3
30.9,21.7,2.8,70.2
30.4,19.9,2.8,60.8
30.3,19,2.2,61.6
30.5,18.3,2.5,64.1
30.1,19.4,2.4,68.5
29.9,20.1,2.1,70.4
29,19.7,2.7,65.6
29,18.6,2.1,70.8
29.8,19,2.4,65.2
29.6,19.1,2.4,61.7
29,18.7,2.2,63.5
29.2,18,2.1,69.6
27.6,20.7,2.5,71.4
28.8,22.9,2.5,77.3
30.6,22.2,2.6,78
30.6,22.2,2,74
31.3,22.4,2.1,74
32.1,22.2,1.7,68.1
31.7,22.6,1.7,71.2
31.1,22.6,1.9,71
30.8,23.7,2.2,68.4
30.4,23,2.2,69.7
31,21.8,2.5,70.4
29.8,22.5,2.4,68.2
30.4,20.6,1.8,64.2
29.9,19.9,2.2,70.8
30,18.8,2,60
32,17.9,2.1,65.8
31.9,18.6,1.5,58.2
31,19.4,1.8,68.5
31.1,19.8,2,66.6
31.1,20.6,2.6,66.5
30.4,20.2,2.6,65.5
30.6,20,2.2,71.1
31.2,19.9,2.3,67.4
30.3,20.5,2.1,68.5
30.3,21,2.5,63.5
30.1,21.4,2.6,60.5
30.6,21.2,2.8,68.1
30.3,22.3,3,67.2
30.1,21.5,2.5,64.9
30,21.5,2.5,70.8
30.2,21.5,2.5,74.3
30,21.2,2.5,74.6
30.6,21.2,2.5,75.3
30.2,20.7,2.3,71.7
30.4,19.7,2.4,67
30.8,18.9,2,70.1
31.3,19.6,2.1,69.2
31,19.6,2.7,64.3
31.2,21.7,2.9,67.9
31.3,21.2,2.6,68.3
32.3,21.1,2.4,73.6
31,21.3,2.8,69.1
30.7,22.5,3,65.1
31.3,23.3,3.1,70.4
31.2,22.5,2.9,65.4
31.9,22.1,2.7,60.4
31.4,22.4,2.5,64.9
32.1,21.4,3,59.5
32.1,22.1,2.9,69.6
29.1,23.4,3,76.5
30.3,23.1,2.7,72.4
30.8,23.1,2.2,65.7
31.1,22.1,2.2,59
31,23.3,2.6,64.7
31.1,22.9,2.4,68.6
31.4,23.2,2.6,66.1
32.2,22.7,2.5,64.3
32.6,22.1,2.3,63.3
33,21.4,2.1,55.5
33.4,21.8,2.2,47
33.1,22,2,46.9
34.2,21.4,2.7,51.8
34.8,22.4,2.5,53.3
33.9,21,2.7,46.4
33.2,21.4,3,51.4
32.9,20.8,2.6,48.6
31.9,21.5,2.7,59
33,21.6,2.8,64.3
33,23.8,2.6,55.4
33.3,23.4,2.5,50.3
34.3,23.6,2.2,54.9
34.4,23.2,2.5,60.9
33.7,24,2.5,53
34.3,23.7,2.4,48.5
34.6,24,2.7,53
33.5,24.1,3,49.8
33.9,24.1,3,65.1
35.3,22.9,2.9,50.9
34.5,22.1,2.7,56.9
33.5,23.8,2.4,49.5
33.2,24.1,2.5,61.6
34.3,24.5,2.6,58.2
35.2,24.5,2.3,48.2
35.5,24.8,2.4,49.7
34.6,25.1,3.2,53.2
33.8,24.8,2.7,57.9
35.3,24.6,2.2,52.6
35.8,24.8,2.4,46.5
35.4,26.1,2.9,46.3
35.1,25.6,3.1,55.1
35.6,25.2,2.9,43.8
35.1,25,2.5,58.9
35.3,26.2,2.9,62.6
35.3,26.5,2.9,60.2
34.9,25.9,3.6,65.7
35.1,25.4,2.3,64.4
36,25,2.4,57.4
36.7,26.6,2.6,44
36.8,26.4,2.3,46.3
36.2,26.3,2.6,40.6
35.4,26.9,2.7,55.3
35.3,26.9,2.8,55.5
35.5,26.5,2.9,50.3
35.4,26.2,2.6,54.2
35.5,26.3,2.7,43.9
35.5,26.1,3,47.5
35.2,26.4,3.3,59.8
37.2,26.8,2.8,51.1
37.8,28.6,3,48.4
39.7,28.3,3.6,45.2
38.6,28.6,3.4,43.9
37.1,27.5,3.5,48
33.5,24.3,3.4,53.3
31.9,25.1,2.8,60.5
32.9,25.4,3.2,64.4
34,25.4,2.6,69.9
34.9,26.9,2.3,71.2
35.4,27.2,2.4,65.3
35.4,27.4,2.2,64.8
36.1,27,2,57.8
37.1,28.2,2.4,46.1
37.4,27.7,2.4,42.7
36.7,28.8,2.6,48.1
37.4,28.3,2.8,48.4
38.2,28.6,2.7,51.9
37.9,29.3,3.4,38.1
36.9,29.8,2.7,44.3
36.6,29.6,3.1,56.1
36.7,28.9,2.9,57.5
37.7,28.7,2.7,58
38.7,29,2.8,53
39.2,29.9,3.3,44.5
39.5,30.5,3.1,48
39.7,30.2,3.2,50.8
37.3,27.2,3.4,43.5
37,27.2,2.6,49.7
36.6,27.1,2.7,47.4
36.6,27.4,2.4,53.6
39.8,29.5,3.8,41.7
38.8,30.1,3.5,42.3
38.1,29.9,3,44.3
38.9,30,3.4,47.3
38.7,30.1,3.3,42.9
40.2,30.4,4.3,42.4
40.8,30.7,4.1,37.8
43.4,31,3.9,30.5
46.1,30.5,4.5,31
43.8,30.7,4.7,35.2
43.9,30.9,4.6,39.6
34.4,29.2,4.3,52.2
37.1,28.6,4.3,50.8
39.4,29.7,4.6,53.1
35.6,28.8,3.7,57.6
37.5,28.3,3.7,51.9
36,28.7,3.7,58.3
36.5,28.8,3.4,66.3
37.1,28.8,3,57.7
37,28.8,3.5,60.9
36.1,28.9,3.4,62.5
37.1,28,3.5,70
36,26.5,2.6,71.9
33.9,25.7,3.7,63.5
35.7,28.3,5.1,62
36.5,28.1,4.4,69.3
36.5,26.6,4.6,69.7
30.1,26.2,4.5,72.8
31,26.4,5.3,79.2
31,25.9,6.4,72.4
34.3,26.6,5.9,71.8
35.5,27.9,5,64.4
37.6,28.4,4.7,60
37.8,29,5.5,57.8
37.8,27.1,4.4,67.9
37.9,27.8,4.6,65.9
34.9,27,4.9,61.4
32.4,26.9,4.8,67.8
32.2,27.5,4.9,74.7
29.1,26.3,5.4,89.9
32.5,25.5,5.8,81.5
34.2,26.4,4.3,78.7
35.7,26.5,4.8,71.5
37,28,5.1,68.9
36.4,28.9,4.8,72.5
34.8,28.3,5,70.1
36.7,29.2,5.2,66
37,28.9,5.1,67.5
35.3,28,5.3,77.5
34.4,26.6,4.8,70.2
32.1,25.8,3.5,73.2
34.4,26.6,3.8,74.1
32.4,25.7,3.9,75.9
33.4,26.4,4.4,77.4
33.4,26.5,5,76.9
29.3,25.6,5,77.8
26,24.6,4.6,85
